"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","786","test_transfer_successful","src.tests.api","Fri Nov 21 12:17:19 UTC 2025","passed","Fri Nov 21 12:17:20 UTC 2025","TestTransfer","transfer_test","",""
"","79","test_create_invalid_user[@john_doe-483uZCZtd&-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]","src.tests.api","Fri Nov 21 12:17:17 UTC 2025","passed","Fri Nov 21 12:17:17 UTC 2025","TestCreateUser","create_user_test","",""
"","284","test_user_can_create_account_by_ui","src.tests.ui","Fri Nov 21 12:17:31 UTC 2025","failed","Fri Nov 21 12:17:32 UTC 2025","","test_create_user_account","",""
"","5019","test_admin_create_user","src.tests.ui","Fri Nov 21 12:17:21 UTC 2025","broken","Fri Nov 21 12:17:26 UTC 2025","","test_create_user","",""
"","377","test_create_account","src.tests.api","Fri Nov 21 12:17:16 UTC 2025","passed","Fri Nov 21 12:17:16 UTC 2025","TestCreateAccount","create_account_test","",""
"","5014","test_admin_create_invalid_user","src.tests.ui","Fri Nov 21 12:17:26 UTC 2025","broken","Fri Nov 21 12:17:31 UTC 2025","","test_create_user","",""
"","5167","test_user_can_login_with_correct_data","src.tests.ui","Fri Nov 21 12:17:37 UTC 2025","broken","Fri Nov 21 12:17:42 UTC 2025","","test_login_user","",""
"","80","test_create_invalid_user[qwertyuiopqwerty-!Q7y12uvBS-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Fri Nov 21 12:17:17 UTC 2025","passed","Fri Nov 21 12:17:17 UTC 2025","TestCreateUser","create_user_test","",""
"","235","test_create_valid_user[create_user_request0]","src.tests.api","Fri Nov 21 12:17:16 UTC 2025","passed","Fri Nov 21 12:17:17 UTC 2025","TestCreateUser","create_user_test","",""
"","80","test_login_user","src.tests.api","Fri Nov 21 12:17:18 UTC 2025","passed","Fri Nov 21 12:17:18 UTC 2025","TestLoginUser","login_user_test","",""
"","84","test_create_invalid_user[ab-czE5M^6X9h-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Fri Nov 21 12:17:17 UTC 2025","passed","Fri Nov 21 12:17:17 UTC 2025","TestCreateUser","create_user_test","",""
"","329","test_successful_deposit","src.tests.api","Fri Nov 21 12:17:17 UTC 2025","passed","Fri Nov 21 12:17:18 UTC 2025","TestAccountDeposit","deposit_test","",""
"","79","test_login_admin_user","src.tests.api","Fri Nov 21 12:17:18 UTC 2025","passed","Fri Nov 21 12:17:18 UTC 2025","TestLoginUser","login_user_test","",""
"","87","test_create_invalid_user[-$1q84SqvQG-USER-username-Username cannot be blank]","src.tests.api","Fri Nov 21 12:17:17 UTC 2025","passed","Fri Nov 21 12:17:17 UTC 2025","TestCreateUser","create_user_test","",""
"","5015","test_admin_can_login_with_correct_data","src.tests.ui","Fri Nov 21 12:17:32 UTC 2025","broken","Fri Nov 21 12:17:37 UTC 2025","","test_login_user","",""
