"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","347","test_create_account","src.tests.api","Tue Apr 14 12:14:29 UTC 2026","passed","Tue Apr 14 12:14:29 UTC 2026","TestCreateAccount","create_account_test","",""
"","237","test_create_valid_user[create_user_request0]","src.tests.api","Tue Apr 14 12:14:29 UTC 2026","passed","Tue Apr 14 12:14:30 UTC 2026","TestCreateUser","create_user_test","",""
"","91","test_create_invalid_user[-72DZc%Zma1-USER-username-Username cannot be blank]","src.tests.api","Tue Apr 14 12:14:30 UTC 2026","passed","Tue Apr 14 12:14:30 UTC 2026","TestCreateUser","create_user_test","",""
"","331","test_successful_deposit","src.tests.api","Tue Apr 14 12:14:30 UTC 2026","passed","Tue Apr 14 12:14:31 UTC 2026","TestAccountDeposit","deposit_test","",""
"","80","test_login_user","src.tests.api","Tue Apr 14 12:14:31 UTC 2026","passed","Tue Apr 14 12:14:31 UTC 2026","TestLoginUser","login_user_test","",""
"","368","test_admin_can_login_with_correct_data","src.tests.ui","Tue Apr 14 12:14:39 UTC 2026","failed","Tue Apr 14 12:14:39 UTC 2026","","test_login_user","",""
"","79","test_login_admin_user","src.tests.api","Tue Apr 14 12:14:31 UTC 2026","passed","Tue Apr 14 12:14:31 UTC 2026","TestLoginUser","login_user_test","",""
"","791","test_transfer_successful","src.tests.api","Tue Apr 14 12:14:32 UTC 2026","passed","Tue Apr 14 12:14:33 UTC 2026","TestTransfer","transfer_test","",""
"","940","test_user_can_create_account_by_ui","src.tests.ui","Tue Apr 14 12:14:38 UTC 2026","passed","Tue Apr 14 12:14:39 UTC 2026","","test_create_user_account","",""
"","81","test_create_invalid_user[@john_doe-GCAzuv&973-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]","src.tests.api","Tue Apr 14 12:14:30 UTC 2026","passed","Tue Apr 14 12:14:30 UTC 2026","TestCreateUser","create_user_test","",""
"","537","test_user_can_login_with_correct_data","src.tests.ui","Tue Apr 14 12:14:40 UTC 2026","failed","Tue Apr 14 12:14:40 UTC 2026","","test_login_user","",""
"","81","test_create_invalid_user[qwertyuiopqwerty-PZ3jk#1u3Z-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Tue Apr 14 12:14:30 UTC 2026","passed","Tue Apr 14 12:14:30 UTC 2026","TestCreateUser","create_user_test","",""
"","1204","test_admin_create_user","src.tests.ui","Tue Apr 14 12:14:35 UTC 2026","passed","Tue Apr 14 12:14:37 UTC 2026","","test_create_user","",""
"","800","test_admin_create_invalid_user","src.tests.ui","Tue Apr 14 12:14:37 UTC 2026","passed","Tue Apr 14 12:14:38 UTC 2026","","test_create_user","",""
"","81","test_create_invalid_user[ab-Mx40@3VyVc-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Tue Apr 14 12:14:30 UTC 2026","passed","Tue Apr 14 12:14:30 UTC 2026","TestCreateUser","create_user_test","",""
