"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","970","test_admin_create_user","src.tests.ui","Tue Dec 02 12:27:09 UTC 2025","passed","Tue Dec 02 12:27:10 UTC 2025","","test_create_user","",""
"","901","test_user_can_create_account_by_ui","src.tests.ui","Tue Dec 02 12:27:11 UTC 2025","passed","Tue Dec 02 12:27:12 UTC 2025","","test_create_user_account","",""
"","779","test_transfer_successful","src.tests.api","Tue Dec 02 12:27:07 UTC 2025","passed","Tue Dec 02 12:27:08 UTC 2025","TestTransfer","transfer_test","",""
"","243","test_create_valid_user[create_user_request0]","src.tests.api","Tue Dec 02 12:27:05 UTC 2025","passed","Tue Dec 02 12:27:05 UTC 2025","TestCreateUser","create_user_test","",""
"","87","test_create_invalid_user[-$N65csaW2A-USER-username-Username cannot be blank]","src.tests.api","Tue Dec 02 12:27:05 UTC 2025","passed","Tue Dec 02 12:27:05 UTC 2025","TestCreateUser","create_user_test","",""
"","323","test_successful_deposit","src.tests.api","Tue Dec 02 12:27:06 UTC 2025","passed","Tue Dec 02 12:27:06 UTC 2025","TestAccountDeposit","deposit_test","",""
"","80","test_login_user","src.tests.api","Tue Dec 02 12:27:06 UTC 2025","passed","Tue Dec 02 12:27:06 UTC 2025","TestLoginUser","login_user_test","",""
"","453","test_user_can_login_with_correct_data","src.tests.ui","Tue Dec 02 12:27:13 UTC 2025","passed","Tue Dec 02 12:27:13 UTC 2025","","test_login_user","",""
"","344","test_create_account","src.tests.api","Tue Dec 02 12:27:04 UTC 2025","passed","Tue Dec 02 12:27:05 UTC 2025","TestCreateAccount","create_account_test","",""
"","79","test_create_invalid_user[qwertyuiopqwerty-V%y8S0wg7A-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Tue Dec 02 12:27:05 UTC 2025","passed","Tue Dec 02 12:27:05 UTC 2025","TestCreateUser","create_user_test","",""
"","79","test_create_invalid_user[ab-K9i7hAe^C8-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Tue Dec 02 12:27:05 UTC 2025","passed","Tue Dec 02 12:27:05 UTC 2025","TestCreateUser","create_user_test","",""
"","79","test_create_invalid_user[@john_doe-iQ1PXuw#16-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]","src.tests.api","Tue Dec 02 12:27:05 UTC 2025","passed","Tue Dec 02 12:27:05 UTC 2025","TestCreateUser","create_user_test","",""
"","314","test_admin_can_login_with_correct_data","src.tests.ui","Tue Dec 02 12:27:12 UTC 2025","passed","Tue Dec 02 12:27:13 UTC 2025","","test_login_user","",""
"","772","test_admin_create_invalid_user","src.tests.ui","Tue Dec 02 12:27:10 UTC 2025","passed","Tue Dec 02 12:27:11 UTC 2025","","test_create_user","",""
"","79","test_login_admin_user","src.tests.api","Tue Dec 02 12:27:06 UTC 2025","passed","Tue Dec 02 12:27:06 UTC 2025","TestLoginUser","login_user_test","",""
