"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","86","test_create_invalid_user[-U31of2DQ!m-USER-username-Username cannot be blank]","src.tests.api","Tue Dec 02 11:00:39 UTC 2025","passed","Tue Dec 02 11:00:39 UTC 2025","TestCreateUser","create_user_test","",""
"","5170","test_user_can_login_with_correct_data","src.tests.ui","Tue Dec 02 11:01:01 UTC 2025","broken","Tue Dec 02 11:01:06 UTC 2025","","test_login_user","",""
"","5016","test_admin_can_login_with_correct_data","src.tests.ui","Tue Dec 02 11:00:55 UTC 2025","broken","Tue Dec 02 11:01:00 UTC 2025","","test_login_user","",""
"","79","test_create_invalid_user[ab-nb8Ax14!SD-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Tue Dec 02 11:00:39 UTC 2025","passed","Tue Dec 02 11:00:39 UTC 2025","TestCreateUser","create_user_test","",""
"","364","test_create_account","src.tests.api","Tue Dec 02 11:00:39 UTC 2025","passed","Tue Dec 02 11:00:39 UTC 2025","TestCreateAccount","create_account_test","",""
"","77","test_login_admin_user","src.tests.api","Tue Dec 02 11:00:41 UTC 2025","passed","Tue Dec 02 11:00:41 UTC 2025","TestLoginUser","login_user_test","",""
"","78","test_login_user","src.tests.api","Tue Dec 02 11:00:40 UTC 2025","passed","Tue Dec 02 11:00:41 UTC 2025","TestLoginUser","login_user_test","",""
"","78","test_create_invalid_user[qwertyuiopqwerty-h%h3TeNT17-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Tue Dec 02 11:00:39 UTC 2025","passed","Tue Dec 02 11:00:40 UTC 2025","TestCreateUser","create_user_test","",""
"","78","test_create_invalid_user[@john_doe-@85HAGl9ic-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]","src.tests.api","Tue Dec 02 11:00:40 UTC 2025","passed","Tue Dec 02 11:00:40 UTC 2025","TestCreateUser","create_user_test","",""
"","232","test_create_valid_user[create_user_request0]","src.tests.api","Tue Dec 02 11:00:39 UTC 2025","passed","Tue Dec 02 11:00:39 UTC 2025","TestCreateUser","create_user_test","",""
"","282","test_user_can_create_account_by_ui","src.tests.ui","Tue Dec 02 11:00:55 UTC 2025","failed","Tue Dec 02 11:00:55 UTC 2025","","test_create_user_account","",""
"","5019","test_admin_create_user","src.tests.ui","Tue Dec 02 11:00:43 UTC 2025","broken","Tue Dec 02 11:00:48 UTC 2025","","test_create_user","",""
"","777","test_transfer_successful","src.tests.api","Tue Dec 02 11:00:41 UTC 2025","passed","Tue Dec 02 11:00:42 UTC 2025","TestTransfer","transfer_test","",""
"","5014","test_admin_create_invalid_user","src.tests.ui","Tue Dec 02 11:00:49 UTC 2025","broken","Tue Dec 02 11:00:54 UTC 2025","","test_create_user","",""
"","331","test_successful_deposit","src.tests.api","Tue Dec 02 11:00:40 UTC 2025","passed","Tue Dec 02 11:00:40 UTC 2025","TestAccountDeposit","deposit_test","",""
