"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","test_admin_can_login_with_correct_data","src.tests.ui","Fri Nov 21 12:01:01 UTC 2025","broken","Fri Nov 21 12:01:01 UTC 2025","","test_login_user","",""
"","0","test_user_can_create_account_by_ui","src.tests.ui","Fri Nov 21 12:01:01 UTC 2025","broken","Fri Nov 21 12:01:01 UTC 2025","","test_create_user_account","",""
"","0","test_create_invalid_user[-Es84t@7KlT-USER-username-Username cannot be blank]","src.tests.api","Fri Nov 21 12:00:57 UTC 2025","broken","Fri Nov 21 12:00:57 UTC 2025","TestCreateUser","create_user_test","",""
"","1","test_login_admin_user","src.tests.api","Fri Nov 21 12:00:57 UTC 2025","broken","Fri Nov 21 12:00:57 UTC 2025","TestLoginUser","login_user_test","",""
"","0","test_transfer_successful","src.tests.api","Fri Nov 21 12:00:57 UTC 2025","broken","Fri Nov 21 12:00:57 UTC 2025","TestTransfer","transfer_test","",""
"","1","test_user_can_login_with_correct_data","src.tests.ui","Fri Nov 21 12:01:01 UTC 2025","broken","Fri Nov 21 12:01:01 UTC 2025","","test_login_user","",""
"","0","test_create_invalid_user[qwertyuiopqwerty-ZPn315Yzu^-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Fri Nov 21 12:00:57 UTC 2025","broken","Fri Nov 21 12:00:57 UTC 2025","TestCreateUser","create_user_test","",""
"","0","test_create_invalid_user[ab-Be71s$2nVG-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Fri Nov 21 12:00:57 UTC 2025","broken","Fri Nov 21 12:00:57 UTC 2025","TestCreateUser","create_user_test","",""
"","0","test_successful_deposit","src.tests.api","Fri Nov 21 12:00:57 UTC 2025","broken","Fri Nov 21 12:00:57 UTC 2025","TestAccountDeposit","deposit_test","",""
"","0","test_create_valid_user[create_user_request0]","src.tests.api","Fri Nov 21 12:00:57 UTC 2025","broken","Fri Nov 21 12:00:57 UTC 2025","TestCreateUser","create_user_test","",""
"","0","test_login_user","src.tests.api","Fri Nov 21 12:00:57 UTC 2025","broken","Fri Nov 21 12:00:57 UTC 2025","TestLoginUser","login_user_test","",""
"","9","test_admin_create_user","src.tests.ui","Fri Nov 21 12:01:00 UTC 2025","broken","Fri Nov 21 12:01:00 UTC 2025","","test_create_user","",""
"","1","test_create_invalid_user[@john_doe-Z3o7rK1O#d-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]","src.tests.api","Fri Nov 21 12:00:57 UTC 2025","broken","Fri Nov 21 12:00:57 UTC 2025","TestCreateUser","create_user_test","",""
"","6","test_admin_create_invalid_user","src.tests.ui","Fri Nov 21 12:01:00 UTC 2025","broken","Fri Nov 21 12:01:00 UTC 2025","","test_create_user","",""
"","0","test_create_account","src.tests.api","Fri Nov 21 12:00:57 UTC 2025","broken","Fri Nov 21 12:00:57 UTC 2025","TestCreateAccount","create_account_test","",""
