"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","94","test_create_invalid_user[@john_doe-6EgUuO31r^-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]","src.tests.api","Tue Dec 02 13:10:50 UTC 2025","passed","Tue Dec 02 13:10:50 UTC 2025","TestCreateUser","create_user_test","",""
"","323","test_successful_deposit","src.tests.api","Tue Dec 02 13:10:51 UTC 2025","passed","Tue Dec 02 13:10:51 UTC 2025","TestAccountDeposit","deposit_test","",""
"","80","test_create_invalid_user[ab-$VsqMYn680-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Tue Dec 02 13:10:50 UTC 2025","passed","Tue Dec 02 13:10:50 UTC 2025","TestCreateUser","create_user_test","",""
"","235","test_create_valid_user[create_user_request0]","src.tests.api","Tue Dec 02 13:10:50 UTC 2025","passed","Tue Dec 02 13:10:50 UTC 2025","TestCreateUser","create_user_test","",""
"","884","test_user_can_create_account_by_ui","src.tests.ui","Tue Dec 02 13:10:56 UTC 2025","passed","Tue Dec 02 13:10:57 UTC 2025","","test_create_user_account","",""
"","999","test_admin_create_user","src.tests.ui","Tue Dec 02 13:10:54 UTC 2025","passed","Tue Dec 02 13:10:55 UTC 2025","","test_create_user","",""
"","80","test_login_user","src.tests.api","Tue Dec 02 13:10:51 UTC 2025","passed","Tue Dec 02 13:10:51 UTC 2025","TestLoginUser","login_user_test","",""
"","319","test_admin_can_login_with_correct_data","src.tests.ui","Tue Dec 02 13:10:57 UTC 2025","passed","Tue Dec 02 13:10:58 UTC 2025","","test_login_user","",""
"","353","test_create_account","src.tests.api","Tue Dec 02 13:10:49 UTC 2025","passed","Tue Dec 02 13:10:50 UTC 2025","TestCreateAccount","create_account_test","",""
"","475","test_user_can_login_with_correct_data","src.tests.ui","Tue Dec 02 13:10:58 UTC 2025","passed","Tue Dec 02 13:10:58 UTC 2025","","test_login_user","",""
"","782","test_transfer_successful","src.tests.api","Tue Dec 02 13:10:52 UTC 2025","passed","Tue Dec 02 13:10:53 UTC 2025","TestTransfer","transfer_test","",""
"","80","test_create_invalid_user[qwertyuiopqwerty-8ywh6^ZGU9-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Tue Dec 02 13:10:50 UTC 2025","passed","Tue Dec 02 13:10:50 UTC 2025","TestCreateUser","create_user_test","",""
"","89","test_create_invalid_user[-i57Ss4XDn#-USER-username-Username cannot be blank]","src.tests.api","Tue Dec 02 13:10:50 UTC 2025","passed","Tue Dec 02 13:10:50 UTC 2025","TestCreateUser","create_user_test","",""
"","795","test_admin_create_invalid_user","src.tests.ui","Tue Dec 02 13:10:55 UTC 2025","passed","Tue Dec 02 13:10:56 UTC 2025","","test_create_user","",""
"","79","test_login_admin_user","src.tests.api","Tue Dec 02 13:10:52 UTC 2025","passed","Tue Dec 02 13:10:52 UTC 2025","TestLoginUser","login_user_test","",""
