"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30014","test_admin_can_login_with_correct_data","src.tests.ui","Tue Dec 02 11:55:23 UTC 2025","broken","Tue Dec 02 11:55:53 UTC 2025","","test_login_user","",""
"","30014","test_admin_create_invalid_user","src.tests.ui","Tue Dec 02 11:54:50 UTC 2025","broken","Tue Dec 02 11:55:20 UTC 2025","","test_create_user","",""
"","325","test_successful_deposit","src.tests.api","Tue Dec 02 11:54:15 UTC 2025","passed","Tue Dec 02 11:54:16 UTC 2025","TestAccountDeposit","deposit_test","",""
"","30168","test_user_can_login_with_correct_data","src.tests.ui","Tue Dec 02 11:55:54 UTC 2025","broken","Tue Dec 02 11:56:24 UTC 2025","","test_login_user","",""
"","77","test_login_admin_user","src.tests.api","Tue Dec 02 11:54:16 UTC 2025","passed","Tue Dec 02 11:54:16 UTC 2025","TestLoginUser","login_user_test","",""
"","79","test_create_invalid_user[ab-!iIH88r4Rn-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Tue Dec 02 11:54:15 UTC 2025","passed","Tue Dec 02 11:54:15 UTC 2025","TestCreateUser","create_user_test","",""
"","30019","test_admin_create_user","src.tests.ui","Tue Dec 02 11:54:18 UTC 2025","broken","Tue Dec 02 11:54:48 UTC 2025","","test_create_user","",""
"","769","test_transfer_successful","src.tests.api","Tue Dec 02 11:54:17 UTC 2025","passed","Tue Dec 02 11:54:18 UTC 2025","TestTransfer","transfer_test","",""
"","77","test_login_user","src.tests.api","Tue Dec 02 11:54:16 UTC 2025","passed","Tue Dec 02 11:54:16 UTC 2025","TestLoginUser","login_user_test","",""
"","78","test_create_invalid_user[qwertyuiopqwerty-AN9n1tR5$l-USER-username-Username must be between 3 and 15 characters]","src.tests.api","Tue Dec 02 11:54:15 UTC 2025","passed","Tue Dec 02 11:54:15 UTC 2025","TestCreateUser","create_user_test","",""
"","372","test_create_account","src.tests.api","Tue Dec 02 11:54:14 UTC 2025","passed","Tue Dec 02 11:54:14 UTC 2025","TestCreateAccount","create_account_test","",""
"","80","test_create_invalid_user[@john_doe-&4UsRLh2f4-USER-username-Username must contain only letters, digits, dashes, underscores, and dots]","src.tests.api","Tue Dec 02 11:54:15 UTC 2025","passed","Tue Dec 02 11:54:15 UTC 2025","TestCreateUser","create_user_test","",""
"","231","test_create_valid_user[create_user_request0]","src.tests.api","Tue Dec 02 11:54:14 UTC 2025","passed","Tue Dec 02 11:54:15 UTC 2025","TestCreateUser","create_user_test","",""
"","86","test_create_invalid_user[-g1Gn@V11Le-USER-username-Username cannot be blank]","src.tests.api","Tue Dec 02 11:54:15 UTC 2025","passed","Tue Dec 02 11:54:15 UTC 2025","TestCreateUser","create_user_test","",""
"","285","test_user_can_create_account_by_ui","src.tests.ui","Tue Dec 02 11:55:22 UTC 2025","failed","Tue Dec 02 11:55:22 UTC 2025","","test_create_user_account","",""
